BuildingID;Score
f51e3f6b4886bb775ab9a6a0f34ff0ef;0,1645
205f95d4a78f1f3befda48b89edc9669;0,1495
40c7c2385b7d8d6c4e3a416274f4b6ff;0,1445
34bc932fa6d6aecd3a9573e03c482496;0,1395
e61ec9c7340de9fc5f764f2950d17789;0,1395
af79d0d2ed3d31362185fed210e97cb3;0,1295
67c9b420da4a365bc26a6cd0ef4a5320;0,1245
ad5539dde82080174c4dfd7d0ae577bf;0,1245
9ac474eaddc388c582409cba637038a3;0,1245
5f53144a700a0978bb365159d82d13e6;0,1195
ec27237e415b4c181b117168fe0cf610;0,1195
6793f5ac1b909db6527abf7a55846135;0,1195
3fd1e55758fbcd8cb9560e17b4dbb07b;0,1095
a5c5a4cc6ef64d40bda51b452e3af4ea;0,1095
f29591839a75f4f70544a5f1a9c982fc;0,1045
508baf62cd9cc74dd4be6bb722d020f9;0,0995
fa21c83e114de7fd5cedff34e93f4f1a;0,0995
9fff5dca9d9a57bc32d9ae17ad38882e;0,0945
a12ba0a062453d81074b8931769d6d0e;0,0945
6869a3c2a96003e9992d6cd1c3c4b299;0,0945
09f95dd9db496bd7d12d487ec06a128a;0,0895
61069a7cb537d02dd8ca82a6ccff819c;0,0845
eaea5041914df950dc56f7782a35e426;0,0845
d869c10b5280d2a1521104336aed1340;0,0795
bd93993052370b66755cb4af017950fc;0,0745
f10d98f7eb8b5671d904bdc965f4e200;0,0695
94f38b7dcb480311aa04984efd4e0439;0,0695
5946e4ecda0d333735c2b04b5f4ec2e0;0,0695
d876f52470ecafaf62629e75349d439d;0,0645
c9b5ba9bc3196fa92db7a662db0259e8;0,0595
f817612aa5f5c25516b52384ecd384d8;0,0595
d579c8bec087237fd996eea2e65d169d;0,0595
8b62a22156d6c3d30de767b5bb88d85f;0,0595
8bb596a577d029e5cbc56baf134c73b7;0,0595
437454e6d44ae7c94f60b1b6507d084a;0,0545
61e8954b2236d9a685396c8656e3c59c;0,0445
6289dd7229f0d3b87254860764be70ab;0,0395
750cbcf6ddd1c830180bc21e244957b0;0,0345
7b6936e72a5933904e00f20792ddd9ac;0,0345
91083c2a0af4d512669afe16db3181dd;0,0295
c24c3fe898fcf801d631d4b018b8b760;0,0245
38113ad58a685a6dabc8f89223396606;0,0195
ccc2b5cde5efc6df20b341e1628c8410;0,0195
d80f5d88af225b963e852116905fc698;0,0145
b2b2cfd162f51f2d36ba35263924e491;0,0145
f5c613ab6bc21f3acc2dbf1d5bbb4ec0;0,0095
5fb96990fbab79e8b88707fb477eec2f;-0,0005
a3ad7bce8ce799eaf519c9242fb7cdb4;-0,0055
21132562a5cee9d65d821ab34891fabf;-0,0055
faf23e0c17d886285713eef8605260ee;-0,0055
216377a6c7d73665e5a15db7663b1ef4;-0,0055
91ca846d4a661b964fd0342af808e602;-0,0105
06d5d2f70c8078ab02f7fc716963955e;-0,0105
17ebdbfc3f9c496062cef7fc9baef066;-0,0105
4c1e8ced783eb4f3c16af92132234f76;-0,0155
9a70ff022426e2e04c8dc43f6afaf426;-0,0155
a89aa0306d9eab17f6a36c4a01aa6029;-0,0255
691c71e8c1680624b41775ccbd61b16a;-0,0305
8ea4dff47cd833a36cce08a518c4c3c3;-0,0355
72af1c8a4c9f9235dd8e14ff41843d82;-0,0405
a6fb47bf44e73e699b9acf3d8cde48f0;-0,0505
8883f68d1dbad4d5aa32c70cb277714d;-0,0505
5c692011a98ea9075adc5e2cb4bc2553;-0,0505
12ffe84a07069e13c240318a44f8d32a;-0,0505
1bd24d2906d981ec60703de71921dd2e;-0,0505
576454305e002c8adafb7ea6ef4f3bdb;-0,0555
e04588d0f29472925850d7095a543520;-0,0655
a3df5e1e3d4479eb07e112e569bbeb05;-0,0705
1aa650ac6ca2ed4ca383ef07cefe3b35;-0,0755
9b24b9d24d253837fa7ee86eb436530e;-0,0805
8fda83b04d0ac71aa9f2495ad85e282e;-0,0805
abb2b16b6783b5cbfd63894f26581576;-0,0855
750f265a50473ce6c515bfded25e24f5;-0,0855
086b85fec0ce4bf49da7ccea38c85415;-0,0905
ff99dfa1943c3c0ce7510e72bb86d32f;-0,0905
bea550cdea4b86747677cc108b3e3c81;-0,0905
97012980cc3e6869a5f46a683844166b;-0,0905
15696a907a283b090d5182a669c8dea8;-0,0905
8ef0bf685185da7af5f48e8c16205c8f;-0,0955
9d6ef93ad53c2e2e4db816576b9c4422;-0,0955
aa1739dd95a05fe1892f4c18d796a4c4;-0,1055
a412c6b8dd07b2fdb32af6a82a3601de;-0,1105
5a922b81c28dd44b2ffadf603c90c0d5;-0,1155
424f8014bddc288d26da5fe81d0bea02;-0,1205
221d9b06695b63be60ff4efcdfea0e61;-0,1255
739f7d4f88d6ba0307c17408aefac580;-0,1305
ab2d0a006ef0193573cd1040ec4835c6;-0,1305
29b949ddb15f5b570c7e993b2af95836;-0,1305
3c3abec6e9d914161132f78772ba9cae;-0,1305
791f7d893bfbfe924af7925ed8575436;-0,1355
de12cad426680d57133fb1738c07f382;-0,1405
263285dadae1eb73351df8edca92ff0a;-0,1455
94cc4a200a2bf2de0b7304f39beb9227;-0,1455
6a4733ecdeab742ebe73bc6d90c37411;-0,1505
cd5dbf58ff7014957be69643a96aaaf5;-0,1505
7bf1fffad987a227215cdbc5fe24fbf1;-0,1605
5793c3a7541c9030b70652abda9cf4f0;-0,1655
e7332bbe70e21bd8d4edf363a078b8e0;-0,1655
abe38f14b2bef7277160e93b51badc6e;-0,1655
d9ecc11f7d634c492a93cbfaa310a71c;-0,1655
e74f18ba1001ceae531209fbdc702a58;-0,1655
98bda657132298cacce1cde0029d4d56;-0,1705
058890aa22822b40c839add9a4af8bf1;-0,1755
41b3f5da3a9d25611fda51a320de54f4;-0,1805
c85e535fce4c15c0cd45d2a13e8ef069;-0,1805
cb738baa3330c57592981538d5960a98;-0,1805
2c844ae451aa68c1358c2cc4d78cff5e;-0,1805
a2f5214c9eacd965ef1a7fc368401574;-0,2055
0372927bcb6a0949613ef5bf893bbac7;-0,2055
79fe30ac190d7b72de8ab14e04221068;-0,2105
8e4f9e04fc4c13f457b290fc1618bafa;-0,2155
680f81553b42871b095574d00a16a708;-0,2155
95c64fcec0907d0487bf90775685e004;-0,2155
a1f0e7a0eba3fd18ee76031b8cf51faa;-0,2205
9174b75c0cd978eb0e5aa93afbad754b;-0,2205
cdf3e0d9b2c48161b2432786b3ed0cd0;-0,2355
2ac8c0b8e176dba6b86606e35b1b463d;-0,2355
f52afaacbd044cb08a8b1022d7ef9322;-0,2405
95721895f0c1ad80214aacf5b0cbd929;-0,2405
692f52e5a1380dae520e7857744b38d3;-0,2455
7a4e86084d2514e208182c175e9c66a3;-0,2505
712f102f6971bc7c2cff5757796338ee;-0,2505
9e9c52496a1be0899db1b4c2d31bb39f;-0,2555
046f3a231658321a14a75e7769f4e3a6;-0,2555
ef970cb5b3164e0964ff7a8376178677;-0,2605
cc84529ebc27bb183ca66fe177a3ab97;-0,2655
a743faa6c411d3c98c0a6f96dcdb0b7e;-0,2655
d8dac27e4abe8ba86af718d9032ab8c7;-0,2705
42b95340399e40ec9996ce199bea3bf3;-0,2755
70422996fcbdc94d600a190fa90c7ca2;-0,2755
6b3fbd289f786a2fdac1bf8aed04060e;-0,2805
63025b68e739a0ed3b969c9d7f0fbffb;-0,2805
3cd0a4201a90325df0b5214db5a09051;-0,2855
6a7872e86552c538614d66c8198e7e1e;-0,2905
c349dabcf5a949ed6817a721adb7daab;-0,2905
65fe76a07e88d59c78a1d9ca89ccf55c;-0,2955
4cf50a4036329a5ab9e6241e0b567e79;-0,3155
b70f31f5e92000a46f1db76f8947c6ec;-0,3155
a97e3b0b02e9d7044157d53740755880;-0,3155
26b7ab18fb7c34b2aa6c77a4e5c5a327;-0,3155
4b8aed32e868854b19a7019753a89e32;-0,3255
66fdfaf27322e8152a14829fa6ddd1a5;-0,3305
1e68ab3dd372d796501b117ddf197985;-0,3305
810ddef9046abe7bd8278944c5809ae8;-0,3405
b6e23dcf448fcaef1ded4a4fd869b82d;-0,3505
b7eb566cf478a2ca43e3c5940884f659;-0,3505
4e6d033f418cb311b6f4b00e6df59f36;-0,3655
7d0a8a49b80d9329a3098b15ac8fd1bc;-0,3655
b491b11c7eafd39aabdb9a9f0acf88b8;-0,3805
55e72441d11e9f196fa32aec991381b4;-0,3805
d649c3a6e12b5f993603770c496a6297;-0,3805
04942e0bd4dbcc3cbd8b8bae3460bbac;-0,3805
3cc586423f9e977a0f991b010242baa6;-0,3805
7b932952de7f92e25ee7acc7eeb3b55c;-0,3805
6328b99187772613afdd9b249a587805;-0,3855
22f4e91bd7459562c574a35f30ad6316;-0,3855
d9586931e798234e400f348bccaf5215;-0,3905
6c160faba23da362ca44345294079e2a;-0,3905
c66639d47316de04fa4884c2c78cb865;-0,3905
ae3e5e3d93ea18140752078f9a3177af;-0,3905
adbebb6e1c77aa5b78bb7996b3799009;-0,3905
415814c4b23b8b868a304ac844f37a75;-0,3905
6c04eb39f9e757c442c5c88a352d70c2;-0,3905
51b34cd054435b45b6412339bac0a484;-0,3955
df947056da36eba219b6255cd4960182;-0,4055
32ecda64d8f199599de4b86680273432;-0,4105
92d440f8cc93eb26eaecadf35275aa5b;-0,4155
b2736b20442923af9c2b9d2714c06a11;-0,4155
7f85c7dbc97860c513a790a2df9dd451;-0,4155
a63312b499d01477139d66acf93513b1;-0,4155
672f241d7306e205a658a0f52a3f86f9;-0,4255
3514c1e91e575ad36f569fa677fc6d13;-0,4355
a7efbeb58190aa267b4a9121cd0c88c0;-0,4355
7b5383446864eaf6e89968384e9a09c4;-0,4355
54e8cf15128555b63fea2512016333bf;-0,4405
6ab067f9866e44242920d5d159139fe4;-0,4655
6f8d3630943b692ada6f28ff2aec01cc;-0,4655
f00ef633179e4c17d5d5d5b5e999ab6d;-0,4655
fb377bcb3010127d6bf0747e55a15f70;-0,4655
84ababccac27ba73d403bd968d1f3bec;-0,4655
9ba2f2719b9ab170812a9ea79a3bd84c;-0,4655
1606c63ce21a4121821014008b193924;-0,4705
643ef36c47523f81000c52d5e6c3829e;-0,4705
8f837ada8d7ec5d251a369cd5909af7c;-0,4705
f786489ded3240a2ca5806763050dc16;-0,4755
403837de8b8777aa5927a64f1763a21f;-0,4805
52ac9f39766292e9bc3e7eddd32f1d37;-0,4905
c0c1de7f97d7474b1068b6332576a28d;-0,4905
08c77edf4b9f4ab2929bf41d202a1976;-0,4905
880b1f1686459ebdae4a154ae5b75f66;-0,4955
86c9f225f0fe09f69d0280a3b4b27ebc;-0,5005
bde4018a1c4f290eb89af695a7a1d644;-0,5055
bb02311a15e6b79b42481322a7e0419f;-0,5055
1d26432ca122474bf58270c7beab302c;-0,5055
0e72c5f740c1705c26753ce9fc27f7c3;-0,5055
530c892589e486da008e954ed9201a01;-0,5055
8c5e2fcf62019d374743f0823df5507e;-0,5055
766fee7eb49a9a822dae64dafb5d8320;-0,5055
9c2670d5a63d35d05ead7b06d545f0e0;-0,5155
a61b2882bb7a66c691471523811b19b8;-0,5155
c5c8a357cba207596b04d1afd1e4f130;-0,5155
71b076c104e45181483dd155c3a9f9f0;-0,5155
979f2e422a4ce8be449ce365d6dfe044;-0,5155
18c5b031bad8cef779efa7e2398a42a3;-0,5155
29cf96a6ae28544ba61e975fea547d6c;-0,5255
901c2202639455decb51f3224fa68a58;-0,5305
f10c6bfd64fe2c38321fd8921de08ff6;-0,5405
cfe39edc46a4851c334b937285f6c76d;-0,5405
f39ceb086e28db31a94e22a3a1c687cd;-0,5405
0f9ae7e9ded09c4fef044cfc84717459;-0,5405
395e70228690e663af80133332118d9c;-0,5405
992f5f7a1ee9a5f64d37d5fa4f091fee;-0,5405
d3402959c919a43a315059f0e9368d8b;-0,5405
3b6ac9be92eed003109003a70b4f754a;-0,5405
a9dca4c59b0471f5fb024d69315dd5f6;-0,5405
3471bc324ab99b92a5b56763d25c8cf3;-0,5405
961d7c0b8e6228cd4c179b73815db126;-0,5405
82d49232d090bf090288e95dde39d2bd;-0,5755
ac6114a130a198f377ccd6912bcc91bf;-0,5805
7259f2d484b9103a1bf9f78c015e969d;-0,5805
16d64a9b409dbfda65ac8f3dab34b718;-0,5805
e9486c64bc22a62cda646cd659fcea4b;-0,5855
7d322d1ffb60203a9d2dd7e36ab5d115;-0,5905
2845fb96ab089878b3dbfa36555ff4df;-0,5905
2d50377549edd9be35dd61a109b45571;-0,5905
b7b3d37b0b467deb6b86723a0b5f133e;-0,5905
9b6cf886379a2511f8c633c84028efe7;-0,6055
314366a99984cb8c4a34492106d71f25;-0,6055
363469832d8c7db7eff53b2dbf0c3a98;-0,6055
cfafe9c4e4ad3d76ca957978a036b167;-0,6055
f2ba3c3a3c29443417d42d4816911c75;-0,6105
8d83f6be6675419b19a6fc29a6ce6cee;-0,6105
7a9ae106c9bf463c73963c4d40f332b9;-0,6105
b28e8f098e2cd3f272548a7f1b7ec00a;-0,6105
58addc519ec1925d839cf6dc25ec3069;-0,6155
959cfb70f8eb582d70c3b1cc225e8d9e;-0,6155
8775706158cbc96d12dd441d42e11deb;-0,6155
d0933b0c9fb2ecdb0d6e551c41c60a6c;-0,6155
9511903feae56d0e8537696f1ed1a8ad;-0,6305
ea084f01cc956506019c9543636f98ad;-0,6405
03b5a7bf20af6fbf2ea0c62549ce4604;-0,6405
2454e24716f0ab99bceda6bd7757422e;-0,6405
fd878eb37e6db35649f76dc21d85e17d;-0,6405
7335f5c4ed1a06d9b9735e8be1ac96d7;-0,6405
5b2652311f5604103612368a57494ab3;-0,6405
c12a8af17edcd4499945ea3d0f1c21a3;-0,6405
e34014fa100cfa4f8fffd6461f9a28db;-0,6405
19b8e93c9f9c4653d108b794cfc99e85;-0,6555
45799a524b0d6fdf93cfb2d9c169e91c;-0,6555
a068b783287190d47d1564ab4d898675;-0,6555
3809bc0aa3ad6874c550614dc4950f4b;-0,6555
aff08f47b4f96542e22df80eafc8836d;-0,6655
56838bf2f7cd5a935a859222806218eb;-0,6655
822218e31f16f6b6d8a332bf271f4361;-0,6805
0de97434d3c89fde23d42429f5867ae0;-0,6805
f68039ce86f4959f59428095b08dd559;-0,6805
c93277cc49481f38536696c793e6191f;-0,6805
bca5af207679d98e0ebdc72dcd75fa8a;-0,6805
da4c6a8193b35d3fd80473377a6ca0c6;-0,6805
89a7bc0f896e2d06828d819b59b5139b;-0,6905
d90f8ed81e7fea3ccecaffe31d6edd67;-0,6905
6aede166b47837e4729ae36a83e210b3;-0,6905
1b7af8bb79c3ce6ef14c661e972e36b8;-0,6955
049cc87c01ee103027d320c6a25a78b3;-0,7055
a2247c9b93d53d05a27612c739a0589f;-0,7105
1f31e9001330dad4c202f92dc8ab8724;-0,7155
9b6a46f153a8e0cbb98eda7ea59616c0;-0,7305
ebb1fe8e32b8565f057a20abc495a2b5;-0,7405
67640f5755d720ca5bb42144b50d08dc;-0,7555
6f72525610dc82c4a486fc423637652f;-0,7555
9a66a4682c43ff01758518b6a23c4dde;-0,7555
93a9daff79863e07f9ee2e8fb6ce097f;-0,7655
e0d4310c7a987f16b2e555089c5f3e8b;-0,7655
43da92b847078f052ec5330724e577fb;-0,7655
aa2ffec0880e3d7131c72021f6dae3e5;-0,7655
d48767c37a934daaf0bbb0e58c755d0c;-0,7655
7de0c7a97ddacd63a9ddadae64102b2d;-0,7655
abfbd1270804135558df0158be40c511;-0,7655
dac3c6d3c10a4899bd3d867584e83e57;-0,7655
f0a2f3c3c3e2d825233e39b7fbf992fc;-0,7805
5fcf8f3a026126738344abdd4c61f2e2;-0,7805
0806637323769972ab477841717fc941;-0,7905
cca9ed74339903b6d9c876a8e608d75b;-0,7905
125596dd6268ef07e38a8679c6797645;-0,7905
3771dfb4f76d31d46512e1a2bb1a68d1;-0,8155
2617d3212a513723a1518bff2caf0a33;-0,8155
9805e7c1cf13f3b18a63e61aec7ba577;-0,8905
80a733b441a8c77daa30801cf4f4715d;-0,8905
cc72289f92023f408bfbf676d25c51ba;-0,8905
8fdd765caad2697a73973e1dd256d817;-0,8905
4e265d19a4a54697c1ee139a8ea39b06;-0,8905
7cd1d31bbc9bec35b5ce545e268a1c02;-0,8905
99eb2de0855db6ce80167f48adc5458e;-0,8905
fee4d465932160318364d9d48d272879;-0,8905
67c0047df91332b3aa1339d485eebd1f;-0,8905
b138f29c472c7b90ebda8eec37b9422c;-0,8905
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
;
